Date,Openly,Highest,Lowermost,Close,Volume,avg
2000-02-16,10010.87,10099.97,10010.87,10064.49,,10055.42
2000-02-17,10109.85,10267.46,10109.85,10202.2,,10188.655
2000-02-18,10311.27,10393.59,10062.23,10096.38,,10227.91
2000-02-21,10165.24,10212.99,9912.67,9912.67,,10062.83
2000-02-22,9853.16,9917.13,9596.68,9731.93,,9756.905
2000-02-23,9738.19,9803.81,9623.46,9642.26,,9713.635
2000-02-24,9725.3,9781.31,9582,9599.17,,9681.655
2000-02-25,9620.92,9639.12,9407.79,9432.49,,9523.455
2000-02-29,9525.65,9581,9410.11,9435.94,,9495.555
2000-03-01,9572.24,9689.1,9572.24,9689.1,,9630.67
2000-03-02,9781.27,9781.27,9538.12,9543.82,,9659.695
2000-03-03,9557.66,9650.74,9547.4,9588.03,,9599.07
2000-03-06,9519.8,9519.8,9356.58,9367.91,,9438.19
2000-03-07,9367.91,9440.32,9286.39,9380.07,,9363.355
2000-03-08,9413.57,9482.18,9379.29,9389.49,,9430.735
2000-03-09,9453.7,9587.27,9453.7,9587.27,,9520.485
2000-03-10,9706.02,9712.39,9422.08,9429.6,,9567.235
2000-03-13,9229.49,9229.49,8807.36,8811.95,,9018.425
2000-03-14,8694.87,8871.83,8598.07,8835.58,,8734.95
2000-03-15,8794.3,8905.82,8634.49,8640.03,,8770.155
2000-03-16,8357.63,8714.06,8250.46,8682.76,,8482.26
2000-03-17,8700.99,8799.09,8610.58,8763.27,,8704.835
2000-03-20,8483.41,8536.05,8483.41,8536.05,,8509.73
2000-03-21,8380.79,9021.89,8355.89,9004.48,,8688.89
2000-03-22,9009.07,9201.15,8908.32,9069.39,,9054.735
2000-03-23,9198.45,9567.89,9198.45,9533.87,,9383.17
2000-03-24,9571.28,9571.28,9405.14,9482.64,,9488.21
2000-03-27,9531.91,9858.57,9531.91,9807.57,,9695.24
2000-03-28,9919.75,9985.15,9772.54,9856.6,,9878.845
2000-03-29,9844.41,9914.14,9794.48,9805.69,,9854.31
2000-03-30,9846.64,10071.26,9846.64,9931.94,,9958.95
2000-03-31,9903.56,10011.96,9798.61,9854.95,,9905.285
2000-04-05,9923.74,10238.11,9923.74,10186.17,,10080.925
2000-04-06,10252.08,10328.98,9969.28,9969.28,,10149.13
2000-04-07,10069.52,10128.26,9908.88,9921.03,,10018.57
2000-04-10,9979.23,10168.72,9956.65,10127.48,,10062.685
2000-04-11,10108.98,10194.91,10059.41,10068.05,,10127.16
2000-04-12,10101.44,10149.32,9906.32,9911.39,,10027.82
2000-04-13,9655.43,9746.99,9564.72,9662.6,,9655.855
2000-04-14,9517.45,9662.12,9370.13,9374.61,,9516.125
2000-04-17,8848.16,9013.14,8796.77,8993.68,,8904.955
2000-04-18,9292.74,9389.35,9238.35,9307.03,,9313.85
2000-04-19,9435.02,9477.67,9104.4,9104.4,,9291.035
2000-04-20,9084.86,9175.75,8943.89,9109.05,,9059.82
2000-04-21,9167.15,9243.04,9105.31,9120.48,,9174.175
2000-04-24,9128.95,9128.95,8807.71,8808.09,,8968.33
2000-04-25,8702.96,8923.27,8672.41,8921.12,,8797.84
2000-04-26,8992.62,9022.77,8465.76,8535.96,,8744.265
2000-04-27,8587.03,8633.39,8458.4,8541.95,,8545.895
2000-04-28,8594.48,8860.5,8478.48,8824.36,,8669.49
2000-05-02,8836.83,8838.78,8632.57,8638.75,,8735.675
2000-05-03,8505.46,8587,8395.23,8420,,8491.115
2000-05-04,8444.07,8655.2,8338.92,8425.38,,8497.06
2000-05-05,8389.9,8699.02,8343.37,8698.53,,8521.195
2000-05-08,8669.47,8742.69,8538.5,8616.18,,8640.595
2000-05-09,8607.65,8660.77,8566.64,8635.84,,8613.705
2000-05-10,8695.13,8749.62,8557.31,8559.87,,8653.465
2000-05-11,8427.34,8440.78,8281.68,8349.91,,8361.23
2000-05-12,8472.82,8603.87,8454.72,8560.44,,8529.295
2000-05-15,8639.94,8639.94,8456.53,8465.02,,8548.235
2000-05-16,8534.18,8733.46,8496.44,8727.82,,8614.95
2000-05-17,8885.24,9131.86,8885.24,9085.74,,9008.55
2000-05-18,9026.39,9135.13,9002.03,9087.21,,9068.58
2000-05-19,9030.68,9146.59,9030.57,9119.77,,9088.58
2000-05-22,8903.32,8967.36,8800.37,8807.57,,8883.865
2000-05-23,8811.44,8820.73,8634.73,8671.01,,8727.73
2000-05-24,8496.06,8623.12,8470.56,8500.41,,8546.84
2000-05-25,8609.8,8643.66,8418.5,8438.1,,8531.08
2000-05-26,8397.01,8578.32,8386.37,8559.46,,8482.345
2000-05-29,8597.59,8701.61,8571.35,8588.25,,8636.48
2000-05-30,8668.7,8764.42,8641.43,8764.42,,8702.925
2000-05-31,8969.65,8969.65,8879.43,8939.52,,8924.54
2000-06-01,8936.43,8961.54,8815.43,8842.63,,8888.485
2000-06-02,8979.78,9026.86,8880.98,8883.45,,8953.92
2000-06-05,8967.41,8975.99,8894.82,8958.21,,8935.405
2000-06-07,8943.63,9116.24,8943.63,9115.47,,9029.935
2000-06-08,9151.31,9209.48,9055.72,9067.88,,9132.6
2000-06-09,9113.07,9136.75,9011.2,9036.66,,9073.975
2000-06-12,9073.83,9083.85,8935.47,8955.44,,9009.66
2000-06-13,8905.45,8984.13,8879.52,8891.09,,8931.825
2000-06-14,8978.65,9014.27,8911.38,8935.23,,8962.825
2000-06-15,8943.21,8968.99,8826.69,8844.97,,8897.84
2000-06-16,8858.62,8893.59,8791.67,8832.15,,8842.63
2000-06-19,8786.37,8799.68,8653.62,8751.1,,8726.65
2000-06-20,8861.03,8861.03,8688.21,8690.66,,8774.62
2000-06-21,8733.2,8742.23,8631.64,8637.6,,8686.935
2000-06-22,8623.4,8771.77,8616.85,8771.77,,8694.31
2000-06-23,8742.21,8785.53,8682.02,8684.93,,8733.775
2000-06-26,8672.8,8675.47,8507.42,8529.56,,8591.445
2000-06-27,8587.4,8587.4,8412.01,8424.17,,8499.705
2000-06-28,8429.05,8476.89,8248.95,8365.63,,8362.92
2000-06-29,8433.9,8440.84,8112.08,8120.89,,8276.46
2000-06-30,8159.41,8290.63,8050.02,8265.09,,8170.325
2000-07-03,8260.95,8368.56,8138.72,8297.77,,8253.64
2000-07-04,8329.77,8333.57,8024.55,8052.54,,8179.06
2000-07-05,8079.28,8438.72,7988.54,8421.74,,8213.63
2000-07-06,8291.27,8383.69,8277.94,8289.39,,8330.815
2000-07-07,8318.47,8370.56,8169.77,8173.08,,8270.165
2000-07-10,8209.86,8211.35,8015.38,8154.67,,8113.365
2000-07-11,8153.81,8262.64,8116.02,8158.63,,8189.33
2000-07-12,8168.56,8180.06,8025.19,8059.75,,8102.625
2000-07-13,8101.38,8304.01,8101.38,8267.66,,8202.695
2000-07-14,8309.67,8530.5,8309.67,8497.13,,8420.085
2000-07-17,8601.26,8643.21,8564.97,8585.52,,8604.09
2000-07-18,8582.75,8582.75,8367.05,8368.78,,8474.9
2000-07-19,8275.48,8423.59,8270.57,8411.88,,8347.08
2000-07-20,8355.21,8406.05,8210.53,8219.53,,8308.29
2000-07-21,8273.04,8300.68,8058.14,8167.37,,8179.41
2000-07-24,8132.39,8138.02,8064.2,8064.2,,8101.11
2000-07-25,7984.79,8119.63,7900.39,7900.39,,8010.01
2000-07-26,7944.9,8113.27,7922.81,7961.54,,8018.04
2000-07-27,7932.86,7959.96,7723.44,7956.28,,7841.7
2000-07-28,7861.04,8147.79,7861.04,8122.11,,8004.415
2000-07-31,8126.8,8155.99,8068.09,8114.92,,8112.04
2000-08-01,8171.58,8192.73,7979.24,7984.65,,8085.985
2000-08-02,7985.83,8044.87,7910.28,7916.85,,7977.575
2000-08-03,7888.32,7912.4,7736.19,7844.93,,7824.295
2000-08-04,7881.72,8029.14,7856.6,7925.2,,7942.87
2000-08-07,7804,7809.44,7680.53,7715.99,,7744.985
2000-08-08,7751.28,7818.67,7670.28,7797.78,,7744.475
2000-08-09,7866.11,8048.14,7866.11,8048.14,,7957.125
2000-08-10,8087.1,8105.63,7988.39,8024.69,,8047.01
2000-08-11,8012.64,8082.07,7962.05,7974.65,,8022.06
2000-08-14,7977.42,7982.13,7838.5,7848.87,,7910.315
2000-08-15,7883.84,7913.77,7821.74,7845.69,,7867.755
2000-08-16,7870.58,8023.17,7870.58,8003.53,,7946.875
2000-08-17,8059.02,8143.25,8000.46,8143.25,,8071.855
2000-08-18,8192.3,8276.24,8175.35,8176.82,,8225.795
2000-08-21,8232.91,8305.67,8216.42,8257.88,,8261.045
2000-08-22,8244.42,8244.42,8086.66,8118.05,,8165.54
2000-08-24,8162,8222.08,8090.18,8098.84,,8156.13
2000-08-25,8120.96,8142.47,8014.95,8026.32,,8078.71
2000-08-28,7985.45,7985.45,7840.75,7845.87,,7913.1
2000-08-29,7769.93,7828.37,7621.13,7817.49,,7724.75
2000-08-30,7784.74,7809.35,7543.16,7543.96,,7676.255
2000-08-31,7458.34,7661.73,7440.81,7616.98,,7551.27
2000-09-01,7659.82,7660.9,7381.01,7420.06,,7520.955
2000-09-04,7758.54,7814.49,7694.71,7803.02,,7754.6
2000-09-05,7829.34,7829.34,7723.14,7785.62,,7776.24
2000-09-06,7725.01,7758.45,7601.23,7610.78,,7679.84
2000-09-07,7467.94,7520.17,7418.52,7430.93,,7469.345
2000-09-08,7457.86,7494.67,7360.5,7367.99,,7427.585
2000-09-11,7297.78,7379.85,7295.88,7335.2,,7337.865
2000-09-13,7279.36,7407.78,7153.23,7391.66,,7280.505
2000-09-14,7348.81,7367.27,7144.12,7152.29,,7255.695
2000-09-15,7160.01,7364.46,7120.31,7155.45,,7242.385
2000-09-18,6990.48,7026.27,6902.54,6910.14,,6964.405
2000-09-19,6811.72,6950.04,6712.2,6734.9,,6831.12
2000-09-20,6843.95,6910.91,6720.34,6880.09,,6815.625
2000-09-21,6818.96,6946.84,6774.47,6920.9,,6860.655
2000-09-22,6737.54,6780.27,6600.1,6612.09,,6690.185
2000-09-25,6618.16,6726.75,6550.21,6677.46,,6638.48
2000-09-26,6647.94,6780.68,6491.34,6749.03,,6636.01
2000-09-27,6706.45,6840.38,6668.07,6717.04,,6754.225
2000-09-28,6744.79,6799.62,6564.87,6564.87,,6682.245
2000-09-29,6571.62,6589.82,6425.58,6432.36,,6507.7
2000-10-02,6165.64,6248.12,6014.87,6024.07,,6131.495
2000-10-03,5943.79,6214.53,5907.04,6143.44,,6060.785
2000-10-04,5989.45,5997.92,5946.95,5997.92,,5972.435
2000-10-05,5932.79,6047.78,5904.98,6029.65,,5976.38
2000-10-06,6037.54,6367.39,6037.54,6353.67,,6202.465
2000-10-09,6336.3,6338.52,6203.47,6209.42,,6270.995
2000-10-11,6070.43,6070.43,6013.53,6040.55,,6041.98
2000-10-12,5850.26,5981.67,5763.81,5805.01,,5872.74
2000-10-13,5577.86,5876.11,5482.98,5876.11,,5679.545
2000-10-16,6060.44,6161.16,5602.72,5630.95,,5881.94
2000-10-17,5512,5742.68,5512,5702.36,,5627.34
2000-10-18,5606.53,5626.74,5427.46,5432.23,,5527.1
2000-10-19,5261.94,5284.34,5074.44,5081.28,,5179.39
2000-10-20,5241.57,5407.06,5241.57,5404.78,,5324.315
2000-10-23,5644.73,5718.17,5539.97,5680.95,,5629.07
2000-10-24,5701.15,5933.42,5645.05,5918.63,,5789.235
2000-10-25,5914.37,6035.17,5898.97,6023.78,,5967.07
2000-10-26,5937.22,6011.05,5909.35,5941.85,,5960.2
2000-10-27,5991.83,6003.38,5804.92,5805.17,,5904.15
2000-10-30,5644.26,5666.96,5615.9,5659.08,,5641.43
2000-10-31,5530.8,5626.03,5502.67,5544.18,,5564.35
2000-11-01,5552.3,5570.58,5400.26,5425.02,,5485.42
2000-11-02,5385.54,5630.01,5381.42,5626.08,,5505.715
2000-11-03,5723.35,5813.44,5663.74,5796.08,,5738.59
2000-11-06,5679.09,5708.77,5609.14,5657.48,,5658.955
2000-11-07,5721.88,5877.77,5720.89,5877.77,,5799.33
2000-11-08,5926.4,6164.62,5889.01,6067.94,,6026.815
2000-11-09,6025.16,6089.55,5926.64,6089.55,,6008.095
2000-11-10,6039.19,6126.09,6018.45,6088.74,,6072.27
2000-11-13,5878.64,5878.64,5748.43,5793.52,,5813.535
2000-11-14,5747,5855.28,5721.69,5772.51,,5788.485
2000-11-15,5896.64,5942.06,5696.01,5737.02,,5819.035
2000-11-16,5554,5581.93,5436.85,5454.13,,5509.39
2000-11-17,5264.93,5367.65,5168.97,5351.36,,5268.31
2000-11-20,4994.73,5036.62,4841.67,4845.21,,4939.145
2000-11-21,4770.78,5103,4760.68,5103,,4931.84
2000-11-22,5128.98,5293.89,5113.22,5130.61,,5203.555
2000-11-23,5057.3,5148.3,5032.2,5146.92,,5090.25
2000-11-24,5218.18,5423.43,5218.18,5419.99,,5320.805
2000-11-27,5510.8,5526.13,5384.04,5433.78,,5455.085
2000-11-28,5388.68,5411,5337.42,5362.26,,5374.21
2000-11-29,5275.38,5386.36,5266.14,5319.46,,5326.25
2000-11-30,5323.7,5372.01,5223.31,5256.93,,5297.66
2000-12-01,5173.02,5342.06,5163.23,5342.06,,5252.645
2000-12-04,5239.82,5243.05,5168.91,5174.02,,5205.98
2000-12-05,5139.53,5241.17,5102.68,5199.2,,5171.925
2000-12-06,5323.2,5366.79,5164.43,5170.62,,5265.61
2000-12-07,5131.94,5216.22,5131.94,5212.73,,5174.08
2000-12-08,5216.36,5269.62,5186.35,5252.83,,5227.985
2000-12-11,5283.81,5300.3,5237.19,5284.41,,5268.745
2000-12-12,5320.61,5403.14,5320.61,5380.09,,5361.875
2000-12-13,5380.34,5397.29,5332.52,5384.36,,5364.905
2000-12-14,5350.26,5350.26,5274.15,5320.16,,5312.205
2000-12-15,5256.09,5264.18,5202.04,5224.74,,5233.11
2000-12-18,5116.07,5127.73,5022.34,5055.2,,5075.035
2000-12-19,5004.6,5044.07,4957.27,5040.25,,5000.67
2000-12-20,4966.8,4998.35,4919.2,4947.89,,4958.775
2000-12-21,4834.76,4834.76,4797.27,4817.22,,4816.015
2000-12-22,4765.1,4888.35,4728.41,4811.22,,4808.38
2000-12-26,4871.86,4880.41,4711.38,4721.36,,4795.895
2000-12-27,4663.65,4663.65,4602.95,4614.63,,4633.3
2000-12-28,4581.06,4797.14,4555.91,4797.14,,4676.525
2000-12-29,4797.08,4813.64,4728.43,4743.94,,4771.035
2001-01-02,4717.49,4945.09,4678,4935.28,,4811.545
2001-01-03,4843.54,4970.45,4831.12,4894.79,,4900.785
2001-01-04,5028.32,5169.13,5028.32,5136.13,,5098.725
2001-01-05,5153.01,5298.43,5117.63,5295.53,,5208.03
2001-01-08,5248.1,5368.77,5188.51,5188.51,,5278.64
2001-01-09,5206.5,5376.12,5206.5,5376.12,,5291.31
2001-01-10,5406.13,5476.9,5350.07,5436.78,,5413.485
2001-01-11,5475.59,5531.2,5348.34,5369.24,,5439.77
2001-01-12,5404.35,5423.19,5288.79,5339.4,,5355.99
2001-01-15,5292.75,5380.49,5254.83,5379.66,,5317.66
2001-01-16,5399.7,5665.98,5399.7,5662.94,,5532.84
2001-01-17,5702.87,5805.26,5652.52,5769.95,,5728.89
2001-01-18,5803.52,5892.53,5734.49,5847.91,,5813.51
2001-01-29,5850.7,5933.68,5680.06,5680.06,,5806.87
2001-01-30,5685.19,5792.5,5577.87,5792.5,,5685.185
2001-01-31,5853.62,5992.43,5821.89,5936.2,,5907.16
2001-02-01,5927.25,5975.05,5850.99,5897.93,,5913.02
2001-02-02,5958.78,6103.1,5958.78,6049.26,,6030.94
2001-02-05,6012.43,6012.43,5867.79,5932.42,,5940.11
2001-02-06,5905.6,6042.72,5828.33,5849.06,,5935.525
2001-02-07,5738.66,5781.2,5685.59,5693.58,,5733.395
2001-02-08,5693.63,5763.14,5653.86,5758.6,,5708.5
2001-02-09,5782.42,5893.4,5742.45,5809.84,,5817.925
2001-02-12,5807.61,5894.27,5795.68,5847.07,,5844.975
2001-02-13,5922.02,6027.49,5917.63,6027.49,,5972.56
2001-02-14,6060.89,6097.29,5881.04,5887.68,,5989.165
2001-02-15,5963.07,6104.24,5945.06,6104.24,,6024.65
2001-02-16,6156.36,6198.22,5997.63,6045.67,,6097.925
2001-02-19,5921.18,5991.29,5846.07,5937.3,,5918.68
2001-02-20,5992.74,6079.62,5949.35,5971.29,,6014.485
2001-02-21,5920.95,5957.78,5863.14,5949.96,,5910.46
2001-02-22,5885.67,5885.67,5733.35,5759.04,,5809.51
2001-02-23,5727.03,5778.1,5678.23,5726.93,,5728.165
2001-02-26,5746.65,5789.17,5708.17,5716.02,,5748.67
2001-02-27,5788.02,5805.4,5660.14,5674.69,,5732.77
2001-03-01,5581.95,5584.46,5478.65,5499.86,,5531.555
2001-03-02,5536.19,5561.38,5471.62,5499.54,,5516.5
2001-03-05,5506.6,5610.9,5473.01,5609.74,,5541.955
2001-03-06,5689.64,5736.32,5626.87,5635.06,,5681.595
2001-03-07,5735.79,5793.76,5735.79,5777.13,,5764.775
2001-03-08,5794.34,5794.34,5697.67,5711.02,,5746.005
2001-03-09,5655.92,5683.11,5632.26,5680.43,,5657.685
2001-03-12,5578.69,5615.82,5556.07,5582.67,,5585.945
2001-03-13,5509.79,5646.86,5498.56,5610.4,,5572.71
2001-03-14,5683.88,5703.52,5642.26,5658.21,,5672.89
2001-03-15,5656.42,5747.01,5600.66,5742.74,,5673.835
2001-03-16,5749.48,5846.39,5749.48,5783.93,,5797.935
2001-03-19,5783.02,5791.38,5629.12,5641.89,,5710.25
2001-03-20,5693.05,5717.21,5624.3,5642.7,,5670.755
2001-03-21,5602.14,5684.35,5602.14,5623.42,,5643.245
2001-03-22,5647.44,5735.74,5647.44,5730.95,,5691.59
2001-03-23,5801.57,5836.17,5790.29,5800.55,,5813.23
2001-03-26,5848.63,5862.3,5810.66,5854.42,,5836.48
2001-03-27,5943.91,5981.31,5871.11,5884.33,,5926.21
2001-03-28,5907.53,5922.81,5816.39,5819.39,,5869.6
2001-03-29,5812.6,5846.63,5787.12,5833.88,,5816.875
2001-03-30,5863.58,5865.48,5772.39,5797.92,,5818.935
2001-04-02,5797.85,5797.85,5596.18,5607.73,,5697.015
2001-04-03,5521.99,5538.09,5439.4,5446.82,,5488.745
2001-04-04,5386.59,5455.52,5345.6,5405.85,,5400.56
2001-04-06,5570.71,5584.14,5508.81,5515.13,,5546.475
2001-04-09,5476.75,5476.75,5391.09,5401.83,,5433.92
2001-04-10,5432.96,5506.1,5349.14,5353.5,,5427.62
2001-04-11,5470.67,5474.17,5362.43,5467.75,,5418.3
2001-04-12,5521.93,5563.51,5503.11,5533.22,,5533.31
2001-04-13,5592.3,5601.49,5492.3,5495.47,,5546.895
2001-04-16,5490.42,5490.42,5409.05,5432.28,,5449.735
2001-04-17,5404.76,5458.73,5391.25,5431.95,,5424.99
2001-04-18,5479.47,5523.72,5472.79,5508.61,,5498.255
2001-04-19,5682.46,5683.63,5602.79,5608.5,,5643.21
2001-04-20,5645.11,5645.11,5590.87,5596.63,,5617.99
2001-04-23,5607.46,5612.69,5562.67,5597.7,,5587.68
2001-04-24,5569.62,5644.68,5567.43,5589.34,,5606.055
2001-04-25,5594.19,5601.35,5500.97,5516.2,,5551.16
2001-04-26,5542.39,5548.67,5461.5,5518.73,,5505.085
2001-04-27,5505.61,5509.32,5416.04,5416.67,,5462.68
2001-04-30,5430.59,5469.66,5371.81,5381.67,,5420.735
2001-05-02,5469.95,5502.53,5267.04,5304.24,,5384.785
2001-05-04,5384.3,5436.53,5211.7,5244.05,,5324.115
2001-05-07,5278.91,5316.79,5200.75,5229.93,,5258.77
2001-05-09,5195.04,5248.29,5166.39,5232.64,,5207.34
2001-05-10,5215.55,5215.55,5117.14,5122.17,,5166.345
2001-05-11,5110.91,5251.39,5033.56,5232.72,,5142.475
2001-05-14,5161.25,5212.04,5144.17,5176.45,,5178.105
2001-05-15,5166.97,5210.36,5142.89,5158.79,,5176.625
2001-05-16,5147.02,5148.6,5081.14,5082.02,,5114.87
2001-05-17,5112.23,5175.53,5090.86,5143.44,,5133.195
2001-05-18,5180.91,5180.91,5094.58,5111.67,,5137.745
2001-05-21,5079.72,5079.72,4902.22,4958.61,,4990.97
2001-05-22,4991.67,5049.04,4973.06,4991.48,,5011.05
2001-05-23,4998.68,5209.97,4963.46,5209.97,,5086.715
2001-05-24,5193.87,5246.79,5172.05,5226.79,,5209.42
2001-05-25,5206.23,5229.79,5165.3,5170.08,,5197.545
2001-05-28,5123.9,5141.38,5073.15,5079.72,,5107.265
2001-05-29,5086.3,5174.81,5086.3,5095.26,,5130.555
2001-05-30,5078.91,5103.65,5048.98,5057.07,,5076.315
2001-05-31,5014.93,5094.56,5012.28,5048.86,,5053.42
2001-06-01,5090.66,5096.43,4991.32,5013.96,,5043.875
2001-06-04,5012.14,5012.14,4944.98,4985.11,,4978.56
2001-06-05,5016.26,5065.06,4991.5,5065.06,,5028.28
2001-06-06,5129.48,5234.12,5129.48,5220.44,,5181.8
2001-06-07,5172.69,5177.47,5126.3,5153.35,,5151.885
2001-06-08,5231.17,5282.82,5206.27,5226.28,,5244.545
2001-06-11,5211.7,5271.3,5198.44,5271.3,,5234.87
2001-06-12,5247.42,5298.69,5244.74,5266.24,,5271.715
2001-06-13,5270.16,5318.71,5205.03,5209.71,,5261.87
2001-06-14,5179.4,5200.5,5091.52,5119.19,,5146.01
2001-06-15,5080.8,5158.63,5080.8,5158.63,,5119.715
2001-06-18,5132.52,5132.6,5052.25,5070.52,,5092.425
2001-06-19,5073.35,5089.57,5030.51,5039.98,,5060.04
2001-06-20,5038.89,5074.09,5025.08,5029.64,,5049.585
2001-06-21,5044.2,5066.17,4965.86,4984.88,,5016.015
2001-06-22,4957.19,4985.38,4884.91,4904.34,,4935.145
2001-06-26,4932.15,4948.44,4784.67,4785.12,,4866.555
2001-06-27,4822.67,4871.74,4773.88,4825.28,,4822.81
2001-06-28,4826.27,4826.68,4741.54,4768.55,,4784.11
2001-06-29,4854.6,4898.99,4843.55,4883.43,,4871.27
2001-07-02,4886.49,4888.37,4805.49,4886.86,,4846.93
2001-07-03,4861.41,4906.82,4825.85,4843.82,,4866.335
2001-07-04,4801.26,4801.26,4713.84,4739.16,,4757.55
2001-07-05,4696.56,4761.05,4686.32,4709.2,,4723.685
2001-07-06,4670.27,4766.27,4663.82,4707.01,,4715.045
2001-07-09,4677.04,4693.76,4636.9,4657.3,,4665.33
2001-07-10,4674.29,4692.41,4612.84,4616.71,,4652.625
2001-07-11,4589.03,4614.79,4538.47,4548.29,,4576.63
2001-07-12,4587.69,4638.48,4562.05,4633.54,,4600.265
2001-07-13,4715.33,4715.33,4483.09,4485.68,,4599.21
2001-07-16,4505.72,4510.74,4305.02,4368.69,,4407.88
2001-07-17,4318.02,4410.7,4301.89,4371.99,,4356.295
2001-07-18,4387.07,4387.19,4204.6,4219.89,,4295.895
2001-07-19,4090.51,4238.34,4065.64,4190.78,,4151.99
2001-07-20,4197.42,4270.19,4154.9,4220.33,,4212.545
2001-07-23,4248.35,4262.77,4137.28,4151.93,,4200.025
2001-07-24,4101.61,4101.61,4008.08,4040.77,,4054.845
2001-07-25,4026.09,4139.38,4026.09,4136.39,,4082.735
2001-07-26,4157.58,4308.2,4100.3,4300.41,,4204.25
2001-07-27,4341.49,4417.62,4289.37,4320.59,,4353.495
2001-07-31,4299.57,4365.9,4275.42,4352.98,,4320.66
2001-08-01,4402.71,4411.92,4328.53,4354.52,,4370.225
2001-08-02,4393.31,4490.19,4379.66,4490.19,,4434.925
2001-08-03,4499.68,4579.16,4488.54,4530.68,,4533.85
2001-08-06,4507.84,4527.75,4451.04,4470.73,,4489.395
2001-08-07,4425.24,4426.02,4367.54,4404,,4396.78
2001-08-08,4413.13,4515.41,4413.13,4514.1,,4464.27
2001-08-09,4469.92,4521.16,4445.15,4448.52,,4483.155
2001-08-10,4470.75,4491.45,4394.09,4476.91,,4442.77
2001-08-13,4492.28,4557.85,4470.17,4520.76,,4514.01
2001-08-14,4547.75,4589.6,4523.35,4589.6,,4556.475
2001-08-15,4593.65,4665.37,4581.64,4623.11,,4623.505
2001-08-16,4651.03,4710.14,4632.68,4687.33,,4671.41
2001-08-17,4713.58,4715.2,4626.84,4638.36,,4671.02
2001-08-20,4520.12,4595.75,4520.12,4550.36,,4557.935
2001-08-21,4553.95,4575.65,4519.7,4562.73,,4547.675
2001-08-22,4509.03,4575.44,4483.04,4487.52,,4529.24
2001-08-23,4491.23,4506.92,4435.97,4459.76,,4471.445
2001-08-24,4430.42,4430.42,4303.34,4310.32,,4366.88
2001-08-27,4352.34,4407.82,4333.2,4384.55,,4370.51
2001-08-28,4405.22,4406.97,4340.65,4368.38,,4373.81
2001-08-29,4350.91,4508.69,4342.01,4508.69,,4425.35
2001-08-30,4495.92,4576.33,4494.84,4503.86,,4535.585
2001-08-31,4450.2,4513.26,4430.43,4509.44,,4471.845
2001-09-03,4520,4526.27,4446.27,4454.77,,4486.27
2001-09-04,4450.56,4493.53,4403.96,4493.53,,4448.745
2001-09-05,4476.8,4510.58,4410.78,4424.91,,4460.68
2001-09-06,4398.53,4412.42,4314.08,4338.26,,4363.25
2001-09-07,4274.76,4305.65,4244.86,4302.16,,4275.255
2001-09-10,4254.48,4305.74,4214.94,4289.1,,4260.34
2001-09-11,4294.62,4304.57,4169.67,4176.93,,4237.12
2001-09-13,3902.93,3952.67,3902.93,3952.49,,3927.8
2001-09-14,3871.31,3916.93,3763.42,3774.62,,3840.175
2001-09-19,3670.73,3781.17,3663.66,3781.17,,3722.415
2001-09-20,3693.91,3725.91,3693.11,3698.84,,3709.51
2001-09-21,3599.73,3607.2,3588.46,3591.85,,3597.83
2001-09-24,3503.33,3547.67,3461.97,3533.51,,3504.82
2001-09-25,3622.46,3649.19,3473.56,3493.78,,3561.375
2001-09-26,3475.87,3625.53,3411.68,3625.53,,3518.605
2001-09-27,3586.81,3602.18,3546.27,3567.63,,3574.225
2001-09-28,3587.81,3645.48,3587.81,3636.94,,3616.645
2001-10-02,3623.67,3623.67,3484.08,3492.12,,3553.875
2001-10-03,3480.19,3511.38,3436.25,3446.26,,3473.815
2001-10-04,3610.16,3610.16,3491.32,3493.66,,3550.74
2001-10-05,3502.37,3585.64,3467.94,3585.46,,3526.79
2001-10-08,3519.35,3568.19,3495.93,3520.35,,3532.06
2001-10-09,3561.16,3618.93,3535.2,3618.93,,3577.065
2001-10-11,3721.06,3810.84,3716.19,3789.93,,3763.515
2001-10-12,3898.36,3898.36,3769.89,3801.5,,3834.125
2001-10-15,3724.66,3756.4,3706.15,3712.82,,3731.275
2001-10-16,3715.09,3794.86,3699.82,3794.86,,3747.34
2001-10-17,3829.61,3872.81,3800.2,3817.13,,3836.505
2001-10-18,3761.1,3811.2,3758.58,3811.2,,3784.89
2001-10-19,3786.19,3860.16,3759.51,3845.62,,3809.835
2001-10-22,3866.7,3924.3,3861.71,3900.62,,3893.005
2001-10-23,3959.14,3959.14,3868.92,3874.42,,3914.03
2001-10-24,3884.62,3986.67,3884.62,3986.67,,3935.645
2001-10-25,4006.42,4043.21,3983.64,4012.2,,4013.425
2001-10-26,4042.47,4104.21,4031.05,4043.57,,4067.63
2001-10-29,4081.94,4084.89,4033.98,4065.1,,4059.435
2001-10-30,3961.56,3976.22,3906.7,3915.61,,3941.46
2001-10-31,3877.24,3944.31,3872.33,3903.49,,3908.32
2001-11-01,3939.08,3960.32,3910.84,3929.69,,3935.58
2001-11-02,3999.86,4037.31,3981.61,3998.48,,4009.46
2001-11-05,4014.74,4080.51,3984.68,4080.51,,4032.595
2001-11-06,4136.85,4158.2,4082.92,4082.92,,4120.56
2001-11-07,4135.97,4175.45,4114.84,4158.15,,4145.145
2001-11-08,4179.05,4208.51,4112.07,4135.03,,4160.29
